date,timestamp,open,high,low,close,volume,fundingRate,markPrice,openInterestAmount,openInterestValue,CMCCirculatingSupply,daily_close_ratio,daily_close_pct_change,log_daily_close_ratio,daily_open_close_ratio,daily_volatility,log_daily_volatility,rolling_20_annual_365_volatility,rolling_20_annual_252_volatility
2022-09-08,1662595200000,19292.85,19458.25,19012.0,19319.77,262813.28273,6.2e-06,,,,,,,,1.0013953355776881,,,,
2022-09-09,1662681600000,19320.54,21597.22,19291.75,21360.11,428919.74652,1.312e-05,,,,,1.1056089177045068,0.10560891770450676,0.10039623993986292,1.1055648548125467,,,,
2022-09-10,1662768000000,21361.62,21810.8,21111.13,21648.34,307997.33504,0.0001,,,,,1.0134938443669064,0.013493844366906371,0.013403613252505489,1.0134222029977127,,,,
2022-09-11,1662854400000,21647.21,21860.0,21350.0,21826.87,280702.55149,7.115e-05,,,,,1.0082468216962592,0.008246821696259232,0.008213002469083833,1.008299452908712,,,,
2022-09-12,1662940800000,21826.87,22488.0,21538.51,22395.74,395395.61828,0.0001,,,,,1.026062829897278,0.02606282989727804,0.02572898259027063,1.026062829897278,,,,
2022-09-13,1663027200000,22395.44,22799.0,19860.0,20173.57,431915.03333,9.965e-05,,,,,0.9007771120757786,-0.0992228879242214,-0.10449743036114226,0.9007891785113399,,,,
2022-09-14,1663113600000,20173.62,20541.48,19617.62,20226.71,340826.40151,-3.953e-05,,,,,1.0026341396193137,0.0026341396193136912,0.002630676354029713,1.0026316546063623,,,,
2022-09-15,1663200000000,20227.17,20330.24,19497.0,19701.88,333069.76076,3.24e-06,,,,,0.9740526264528439,-0.02594737354715615,-0.026289945533484776,0.9740304748514005,,,,
2022-09-16,1663286400000,19701.88,19890.0,19320.01,19803.3,283791.07064,8.055e-05,,,,,1.005147732094602,0.005147732094602064,0.00513452781707948,1.005147732094602,,,,
2022-09-17,1663372800000,19803.3,20189.0,19748.08,20113.62,179350.24338,3.024e-05,,,,,1.0156701155867962,0.015670115586796207,0.0155486070502051,1.0156701155867962,,,,
